longitude,latitude,YR,MO,X,Y,TOT,CR,
-73.95829113,40.81568798,2014,1,995795,236457,1,GRAND LARCENY,
-73.94849527,40.6499201,2014,2,998542,176064,1,FELONY ASSAULT,
-74.02913196,40.63178216,2014,2,976164,169453,1,GRAND LARCENY,
-73.92684417,40.61358382,2014,2,1004561,162830,1,GRAND LARCENY,
-73.99839745,40.60331137,2014,2,984695,159079,1,FELONY ASSAULT,
-73.91934816,40.70061309,2014,2,1006613,194539,1,GRAND LARCENY,
-73.95326477,40.69888618,2014,2,997209,193903,1,FELONY ASSAULT,
-73.98127699,40.59126293,2014,2,989450,154690,1,ROBBERY,
-73.92209921,40.67960925,2014,2,1005857,186886,1,ROBBERY,
-74.00023039,40.57836664,2014,2,984186,149991,1,BURGLARY,
-73.9997077,40.7410689,2014,2,984331,209268,1,GRAND LARCENY,
-73.95093905,40.8257582,2014,1,997828,240127,1,FELONY ASSAULT,
-73.98267916,40.76575384,2014,2,989048,218262,2,GRAND LARCENY,
-73.99119107,40.74222959,2014,2,986691,209691,2,BURGLARY,
-73.94078429,40.81929511,2014,2,1000640,237774,1,FELONY ASSAULT,
-73.9762199,40.78863556,2014,2,990835,226599,2,GRAND LARCENY,
-73.98966559,40.73569695,2014,2,987114,207311,1,GRAND LARCENY,
-73.99522889,40.74721978,2014,2,985572,211509,2,GRAND LARCENY,
-73.99689017,40.72288486,2014,2,985112,202643,3,ROBBERY,
-73.96692057,40.80386926,2014,2,993408,232150,1,GRAND LARCENY,
-73.93892023,40.82693818,2014,2,1001154,240559,1,BURGLARY,
-73.93506523,40.80058674,2014,2,1002228,230959,2,FELONY ASSAULT,
-73.93976741,40.84107664,2014,1,1000916,245710,1,GRAND LARCENY,
-73.93419712,40.80185432,2014,2,1002468,231421,1,FELONY ASSAULT,
-73.95806265,40.77122601,2014,2,995866,220258,1,GRAND LARCENY OF MOTOR VEHICLE,
-73.991955,40.75155356,2014,2,986479,213088,1,GRAND LARCENY,
-73.91810729,40.77420454,2014,2,1006932,221351,1,GRAND LARCENY,
-73.87910239,40.7628015,2014,2,1017741,217209,1,GRAND LARCENY,
-73.72907046,40.70305902,2014,2,1059370,195536,1,BURGLARY,
-73.88287486,40.76270384,2014,2,1016696,217172,1,GRAND LARCENY,
-73.81557426,40.77259566,2014,2,1035332,220808,1,GRAND LARCENY,
-73.7310752,40.75594443,2014,2,1058755,214802,1,GRAND LARCENY,
-73.92770518,40.76307006,2014,2,1004277,217292,1,GRAND LARCENY,
-73.87014855,40.87831429,2014,1,1020159,259298,1,FELONY ASSAULT,
-73.91773467,40.77188497,2014,2,1007036,220506,1,BURGLARY,
-73.87503978,40.76746323,2014,2,1018864,218909,1,BURGLARY,
-73.82604115,40.7752167,2014,2,1032431,221757,1,BURGLARY,
-73.74712079,40.59679971,2014,2,1054477,156808,1,BURGLARY,
-73.77621467,40.78198982,2014,2,1046225,224256,3,GRAND LARCENY,
-73.876187,40.7678899,2014,2,1018546,219064,1,GRAND LARCENY OF MOTOR VEHICLE,
-73.76250846,40.59953892,2014,2,1050201,157794,1,FELONY ASSAULT,
-74.11081568,40.5634281,2014,2,953460,144568,1,GRAND LARCENY,
-73.87656201,40.87915022,2014,2,1018385,259600,1,FELONY ASSAULT,
-73.9092218,40.82991036,2014,2,1009372,241649,1,GRAND LARCENY,
-73.74645248,40.65331371,2014,1,1054603,177398,1,GRAND LARCENY,
-73.87529116,40.87420566,2014,2,1018739,257799,1,GRAND LARCENY OF MOTOR VEHICLE,
-73.91281511,40.82049601,2014,2,1008381,238218,1,GRAND LARCENY,
-73.84444908,40.87816174,2014,2,1027266,259254,1,FELONY ASSAULT,
-73.92084657,40.81763357,2014,2,1006159,237173,1,GRAND LARCENY,
-73.87722093,40.87090037,2014,2,1018207,256594,1,BURGLARY,
-73.92093774,40.81691726,2014,2,1006134,236912,1,GRAND LARCENY,
-73.86039428,40.87045307,2014,2,1022861,256438,1,GRAND LARCENY OF MOTOR VEHICLE,
-73.86759394,40.87913205,2014,2,1020865,259597,1,GRAND LARCENY,
-73.88210274,40.88076441,2014,2,1016852,260186,2,GRAND LARCENY,
-73.91782488,40.80996271,2014,2,1006998,234379,1,BURGLARY,
-73.88510845,40.83647618,2014,1,1016042,244049,1,GRAND LARCENY,
-73.91782488,40.80996271,2014,2,1006998,234379,1,GRAND LARCENY,
-73.92524055,40.81371979,2014,2,1004944,235746,1,ROBBERY,
-74.00057955,40.57436471,2014,2,984089,148533,1,GRAND LARCENY OF MOTOR VEHICLE,
-73.94919684,40.66091601,2014,2,998345,180070,1,FELONY ASSAULT,
-73.91308832,40.69982902,2014,2,1008349,194255,1,FELONY ASSAULT,
-73.91780987,40.70217926,2014,2,1007039,195110,1,GRAND LARCENY,
-73.88346475,40.67726551,2014,2,1016574,186044,1,FELONY ASSAULT,
-74.03437015,40.63832155,2014,2,974711,171836,1,GRAND LARCENY,
-73.95233831,40.66303632,2014,2,997473,180842,1,GRAND LARCENY OF MOTOR VEHICLE,
-73.99194194,40.6804725,2014,2,986485,187191,1,GRAND LARCENY,
-73.9717271,40.68752886,2014,1,992091,189763,1,ROBBERY,
-73.99489825,40.68201797,2014,2,985665,187754,2,BURGLARY,
-73.98896186,40.69267276,2014,2,987311,191636,1,GRAND LARCENY,
-73.93125134,40.66742004,2014,2,1003322,182443,1,BURGLARY,
-73.98681844,40.64516593,2014,2,987908,174328,1,GRAND LARCENY OF MOTOR VEHICLE,
-73.95812442,40.65575393,2014,2,995869,178188,1,BURGLARY,
-73.91428931,40.69979973,2014,2,1008016,194244,1,GRAND LARCENY,
-73.92739274,40.67880575,2014,2,1004389,186592,1,GRAND LARCENY,
-73.90731936,40.68069895,2014,2,1009956,187287,1,BURGLARY,
-73.96562049,40.64251283,2014,2,993791,173363,1,GRAND LARCENY,
-73.94612935,40.71472036,2014,2,999184,199673,1,BURGLARY,
-73.91083575,40.77963373,2014,6,1008944,223331,1,ROBBERY,
-74.11719928,40.63456698,2014,1,951721,170488,1,FELONY ASSAULT,
-73.95833561,40.69270417,2014,2,995804,191650,1,GRAND LARCENY,
-73.90686115,40.66286027,2014,2,1010090,180788,1,FELONY ASSAULT,
-73.9457732,40.64702036,2014,2,999298,175008,1,FELONY ASSAULT,
-73.9857367,40.58100076,2014,2,988212,150951,1,GRAND LARCENY,
-73.91940567,40.69480794,2014,2,1006599,192424,1,GRAND LARCENY,
-73.94247337,40.68340354,2014,2,1000205,188264,1,FELONY ASSAULT,
-73.94395662,40.63887571,2014,2,999804,172041,1,BURGLARY,
-73.94892022,40.70678652,2014,2,998412,196782,1,GRAND LARCENY,
-73.98240989,40.69178813,2014,2,989128,191314,1,ROBBERY,
-73.95483054,40.82043229,2014,2,996752,238186,1,FELONY ASSAULT,
-73.91098516,40.86234046,2014,1,1008872,253464,1,ROBBERY,
-74.00749716,40.72621953,2014,2,982172,203858,1,GRAND LARCENY,
-73.98281935,40.78207682,2014,2,989008,224209,1,GRAND LARCENY,
-73.99121067,40.75783074,2014,2,986685,215375,2,ROBBERY,
-73.95436866,40.77215508,2014,2,996889,220597,1,GRAND LARCENY,
-73.99192922,40.72601913,2014,2,986487,203785,1,GRAND LARCENY,
-73.96834824,40.80199226,2014,2,993013,231466,1,GRAND LARCENY,
-73.99744474,40.74938271,2014,2,984958,212297,1,GRAND LARCENY,
-73.9364238,40.83031832,2014,2,1001844,241791,1,ROBBERY,
-73.97582468,40.79301332,2014,2,990944,228194,1,GRAND LARCENY,
-73.99440894,40.71266602,2014,2,985800,198920,1,FELONY ASSAULT,
-74.00405806,40.71313544,2014,1,983125,199091,1,FELONY ASSAULT,
-73.9837905,40.76799371,2014,2,988740,219078,3,GRAND LARCENY,
-73.94523738,40.80810983,2014,2,999410,233698,1,GRAND LARCENY,
-73.964618,40.80702226,2014,2,994045,233299,2,GRAND LARCENY,
-73.9039516,40.75100053,2014,2,1010862,212901,1,GRAND LARCENY,
-73.87880931,40.76119277,2014,2,1017823,216623,1,GRAND LARCENY,
-73.92123798,40.76164953,2014,2,1006069,216776,1,BURGLARY,
-73.92339373,40.76103891,2014,2,1005472,216553,1,GRAND LARCENY,
-73.93197015,40.76493085,2014,2,1003095,217969,1,GRAND LARCENY,
-73.81950285,40.79639328,2014,2,1034226,229476,1,GRAND LARCENY,
-73.86178869,40.76145906,2014,2,1022538,216727,1,BURGLARY,
-73.96307629,40.64943988,2014,1,994496,175887,1,FELONY ASSAULT,
-73.90679829,40.78008067,2014,2,1010062,223495,1,GRAND LARCENY OF MOTOR VEHICLE,
-73.86209374,40.7588327,2014,2,1022455,215770,1,FELONY ASSAULT,
-73.9209287,40.76067219,2014,2,1006155,216420,1,BURGLARY,
-73.76250846,40.59953892,2014,2,1050201,157794,1,RAPE,
-73.86051552,40.88160491,2014,2,1022821,260501,1,GRAND LARCENY,
-73.85803095,40.879988,2014,2,1023509,259913,1,RAPE,
-73.90325831,40.88542535,2014,2,1011000,261877,1,GRAND LARCENY OF MOTOR VEHICLE,
-73.92175152,40.80692977,2014,2,1005912,233273,1,GRAND LARCENY,
-73.89570263,40.85365165,2014,2,1013103,250303,1,BURGLARY,
-73.86378787,40.88180369,2014,2,1021916,260572,1,RAPE,
-73.97944283,40.6427961,2014,1,989955,173465,1,BURGLARY,
-73.89245777,40.8618471,2014,2,1013997,253290,1,GRAND LARCENY,
-73.84933522,40.81559159,2014,2,1025954,236455,1,FELONY ASSAULT,
-73.89347165,40.85858184,2014,2,1013718,252100,1,ROBBERY,
-73.9127997,40.8901593,2014,2,1008360,263599,1,GRAND LARCENY,
-73.91861545,40.8163173,2014,2,1006777,236694,1,ROBBERY,
-73.83790847,40.88370251,2014,2,1029071,261276,1,FELONY ASSAULT,
-73.93885394,40.58451245,2014,2,1001234,152236,1,GRAND LARCENY,
-73.93643088,40.61488232,2014,2,1001899,163301,1,FELONY ASSAULT,
-73.91288439,40.6571778,2014,2,1008421,178716,1,FELONY ASSAULT,
-73.90319263,40.65733749,2014,2,1011110,178777,1,ROBBERY,
-73.88892276,40.84628127,2014,1,1014982,247620,1,ROBBERY,
-73.95310909,40.70999144,2014,2,997250,197949,1,FELONY ASSAULT,
-73.98856893,40.6919481,2014,2,987420,191372,1,GRAND LARCENY,
-73.94703654,40.57630132,2014,2,998963,149243,1,GRAND LARCENY,
-74.00675345,40.65024159,2014,2,982376,176177,1,FELONY ASSAULT,
-73.95633367,40.72112272,2014,2,996354,202004,1,BURGLARY,
-73.95633367,40.72112272,2014,2,996354,202004,1,GRAND LARCENY,
-73.97094661,40.61680935,2014,2,992316,163998,1,FELONY ASSAULT,
-73.97802348,40.64165126,2014,2,990349,173048,1,BURGLARY,
-73.93955885,40.5853143,2014,2,1001038,152528,1,GRAND LARCENY,
-73.9231212,40.69378669,2014,2,1005569,192051,1,FELONY ASSAULT,
-73.82337681,40.87994841,2014,1,1033092,259916,1,ROBBERY,
-73.94224972,40.72932608,2014,2,1000256,204995,1,GRAND LARCENY OF MOTOR VEHICLE,
-73.98777566,40.69163237,2014,2,987640,191257,1,GRAND LARCENY,
-73.92835156,40.70583136,2014,2,1004115,196438,1,FELONY ASSAULT,
-73.94464988,40.65449936,2014,2,999608,177733,1,GRAND LARCENY,
-73.94676256,40.66260569,2014,2,999020,180686,1,GRAND LARCENY,
-73.99747628,40.67909213,2014,2,984950,186688,1,ROBBERY,
-73.93223426,40.65081745,2014,2,1003054,176394,1,FELONY ASSAULT,
-73.96277437,40.63510102,2014,2,994582,170663,1,ROBBERY,
-73.98127463,40.68955645,2014,2,989443,190501,1,GRAND LARCENY,
-73.98127463,40.68955645,2014,2,989443,190501,2,FELONY ASSAULT,
-73.8262398,40.84299257,2014,1,1032327,246450,1,ROBBERY,
-73.93748383,40.83666193,2014,2,1001549,244102,1,FELONY ASSAULT,
-73.97111403,40.76264722,2014,2,992252,217131,1,GRAND LARCENY,
-73.99086513,40.75065594,2014,2,986781,212761,1,GRAND LARCENY,
-73.92629588,40.8622497,2014,2,1004637,253427,1,ROBBERY,
-74.01134551,40.71892091,2014,2,981105,201199,1,GRAND LARCENY,
-73.99619352,40.72936521,2014,2,985305,205004,1,GRAND LARCENY,
-73.94465202,40.83437101,2014,2,999566,243266,1,GRAND LARCENY,
-73.96325997,40.79362482,2014,2,994423,228418,1,GRAND LARCENY,
-73.99703068,40.72711727,2014,2,985073,204185,1,GRAND LARCENY,
-73.94982073,40.79462158,2014,2,998144,228783,1,GRAND LARCENY,
-73.91587797,40.82410485,2014,1,1007532,239532,1,GRAND LARCENY OF MOTOR VEHICLE,
-74.00281779,40.72723805,2014,2,983469,204229,1,BURGLARY,
-73.97872073,40.72637152,2014,2,990148,203914,1,BURGLARY,
-73.98453038,40.73773573,2014,2,988537,208054,1,GRAND LARCENY,
-73.94508254,40.8337811,2014,2,999447,243051,1,ROBBERY,
-73.94791149,40.82990963,2014,2,998665,241640,1,ROBBERY,
-73.9806355,40.7422777,2014,2,989616,209709,1,GRAND LARCENY,
-73.98991378,40.7647117,2014,2,987044,217882,2,GRAND LARCENY,
-73.93150365,40.79731297,2014,2,1003215,229767,1,ROBBERY,
-73.93960095,40.84130985,2014,2,1000962,245795,1,GRAND LARCENY,
-74.0129369,40.70288309,2014,2,980663,195356,1,GRAND LARCENY,
-73.86944488,40.67314427,2014,1,1020465,184548,1,GRAND LARCENY,
-73.96502143,40.75421917,2014,2,993941,214061,1,BURGLARY,
-73.97911142,40.73457566,2014,2,990039,206903,1,FELONY ASSAULT,
-73.99461148,40.75061226,2014,2,985743,212745,1,GRAND LARCENY,
-73.94645422,40.75486254,2014,2,999085,214298,1,GRAND LARCENY,
-73.91446895,40.74530523,2014,2,1007950,210823,2,GRAND LARCENY,
-73.86377183,40.75196734,2014,2,1021994,213268,1,FELONY ASSAULT,
-73.92855384,40.75602483,2014,2,1004044,214725,1,ROBBERY,
-73.9335171,40.73049613,2014,2,1002676,205423,1,GRAND LARCENY OF MOTOR VEHICLE,
-73.8382742,40.58171675,2014,2,1029173,151253,1,ROBBERY,
-73.76070348,40.76656885,2014,2,1050536,218649,1,BURGLARY,
-73.93439205,40.8056394,2014,6,1002413,232800,1,ROBBERY,
-73.88045834,40.88222015,2014,1,1017306,260717,1,FELONY ASSAULT,
-73.94511404,40.75617389,2014,2,999456,214776,1,GRAND LARCENY,
-73.88504708,40.74859253,2014,2,1016101,212030,1,ROBBERY,
-73.79328547,40.7627179,2014,2,1041514,217223,1,GRAND LARCENY,
-73.80018688,40.7605233,2014,2,1039604,216419,1,ROBBERY,
-73.7846757,40.59642332,2014,2,1044048,156643,1,GRAND LARCENY OF MOTOR VEHICLE,
-73.7846757,40.59642332,2014,2,1044048,156643,1,FELONY ASSAULT,
-73.93936123,40.74744546,2014,2,1001052,211597,1,FELONY ASSAULT,
-74.06773456,40.59170837,2014,2,965438,154859,1,FELONY ASSAULT,
-74.16910777,40.55257819,2014,2,937256,140641,1,GRAND LARCENY,
-74.07743982,40.63968947,2014,2,962758,172342,1,GRAND LARCENY,
-73.91238422,40.77731012,2014,1,1008516,222484,1,GRAND LARCENY,
-73.84525724,40.90381743,2014,2,1027026,268601,1,BURGLARY,
-73.85141488,40.90515395,2014,2,1025323,269085,1,GRAND LARCENY OF MOTOR VEHICLE,
-73.85330412,40.90148672,2014,2,1024803,267748,1,BURGLARY,
-73.92146429,40.80850505,2014,2,1005991,233847,1,BURGLARY,
-73.91044148,40.8150569,2014,2,1009040,236237,1,ROBBERY,
-73.89924927,40.84614529,2014,2,1012125,247567,1,FELONY ASSAULT,
-73.90424235,40.83246167,2014,2,1010749,242580,1,ROBBERY,
-73.90906511,40.82558182,2014,2,1009417,240072,2,FELONY ASSAULT,
-73.89861986,40.86307956,2014,2,1012292,253737,1,GRAND LARCENY,
-73.90978873,40.85418776,2014,2,1009206,250494,1,GRAND LARCENY,
-73.93742024,40.80437577,2014,1,1001575,232339,1,GRAND LARCENY,
-74.00280735,40.65060407,2014,2,983471,176309,1,GRAND LARCENY,
-73.8713973,40.68887403,2014,2,1019915,190278,1,GRAND LARCENY,
-73.95326452,40.65808786,2014,2,997217,179039,1,GRAND LARCENY,
-73.94401052,40.66052384,2014,2,999784,179928,1,FELONY ASSAULT,
-73.92946561,40.70283201,2014,2,1003807,195345,1,GRAND LARCENY,
-73.99381154,40.69767683,2014,2,985966,193459,1,RAPE,
-73.97889431,40.66813857,2014,2,990105,182698,1,GRAND LARCENY,
-74.01286825,40.64618977,2014,2,980679,174701,1,ROBBERY,
-74.00805024,40.64556166,2014,2,982016,174472,1,GRAND LARCENY,
-73.99228212,40.63831544,2014,2,986392,171832,1,GRAND LARCENY,
-73.95037429,40.59949637,2014,1,998031,157693,1,GRAND LARCENY,
-73.9715823,40.60425756,2014,2,992141,159425,1,ROBBERY,
-74.01635926,40.64282697,2014,2,979710,173476,1,ROBBERY,
-73.90415226,40.67425437,2014,2,1010837,184940,1,GRAND LARCENY,
-73.96494924,40.65131515,2014,2,993976,176570,1,ROBBERY,
-73.94351841,40.66280451,2014,2,999920,180759,1,GRAND LARCENY,
-73.97502272,40.59141545,2014,2,991187,154746,1,ROBBERY,
-73.91390473,40.65689312,2014,2,1008138,178612,1,BURGLARY,
-73.92100034,40.63331227,2014,2,1006177,170019,1,RAPE,
-73.97647552,40.73971608,2014,2,990769,208776,1,FELONY ASSAULT,
-73.93801726,40.82654795,2014,2,1001404,240417,1,BURGLARY,
-73.92272865,40.66223249,2014,1,1005688,180555,1,GRAND LARCENY,
-74.00249991,40.71693972,2014,2,983557,200477,1,GRAND LARCENY,
-73.97652529,40.76234653,2014,2,990753,217021,1,FELONY ASSAULT,
-73.97445076,40.75942568,2014,2,991328,215957,1,GRAND LARCENY,
-73.96956875,40.76323145,2014,2,992680,217344,1,BURGLARY,
-73.97713312,40.78987087,2014,2,990582,227049,1,BURGLARY,
-73.9918572,40.75439985,2014,2,986506,214125,2,GRAND LARCENY,
-73.95019279,40.77039671,2014,2,998046,219957,2,BURGLARY,
-73.99727466,40.76038365,2014,2,985005,216305,1,GRAND LARCENY,
-73.97839117,40.74133311,2014,2,990238,209365,3,GRAND LARCENY,
-73.97924339,40.77425373,2014,2,989999,221359,1,BURGLARY,
-73.88993487,40.63652283,2014,1,1014798,171198,1,GRAND LARCENY OF MOTOR VEHICLE,
-74.00635054,40.73339714,2014,2,982490,206473,3,BURGLARY,
-73.97743806,40.74255709,2014,2,990502,209811,1,BURGLARY,
-73.9506662,40.76977112,2014,2,997915,219729,2,BURGLARY,
-73.95009081,40.82458584,2014,2,998063,239700,2,BURGLARY,
-73.95246178,40.79830064,2014,2,997412,230123,1,FELONY ASSAULT,
-73.95703752,40.81568203,2014,2,996142,236455,1,GRAND LARCENY,
-73.95242506,40.78903442,2014,2,997424,226747,1,ROBBERY,
-73.92212573,40.74026031,2014,2,1005830,208983,2,BURGLARY,
-73.73842165,40.76576836,2014,2,1056709,218375,1,BURGLARY,
-73.85578169,40.74493653,2014,2,1024212,210710,1,GRAND LARCENY OF MOTOR VEHICLE,
-73.91133644,40.67207529,2014,1,1008845,184144,1,ROBBERY,
-73.77829742,40.74642462,2014,2,1045681,211297,1,BURGLARY,
-73.90848377,40.74647812,2014,2,1009608,211252,1,GRAND LARCENY,
-73.90612646,40.71364344,2014,2,1010274,199290,1,RAPE,
-73.93570833,40.7368158,2014,2,1002067,207725,1,GRAND LARCENY,
-73.88112548,40.7396736,2014,2,1017192,208782,1,BURGLARY,
-73.72892876,40.76096779,2014,2,1059344,216634,1,BURGLARY,
-73.72403796,40.76086286,2014,2,1060699,216600,1,BURGLARY,
-73.85960243,40.8858718,2014,2,1023071,262056,1,ROBBERY,
-73.86261067,40.87921954,2014,2,1022243,259631,1,GRAND LARCENY,
-73.86658032,40.87427003,2014,2,1021148,257826,1,FELONY ASSAULT,
-73.84636823,40.8770335,2014,1,1026736,258842,1,GRAND LARCENY OF MOTOR VEHICLE,
-73.85810551,40.82132821,2014,2,1023523,238541,1,ROBBERY,
-73.85184721,40.89946203,2014,2,1025207,267011,1,BURGLARY,
-73.90732328,40.81537283,2014,2,1009903,236353,1,FELONY ASSAULT,
-73.86537478,40.8749795,2014,2,1021481,258085,1,ROBBERY,
-73.85644207,40.89234263,2014,2,1023941,264415,1,BURGLARY,
-73.85785881,40.88946521,2014,2,1023551,263366,1,BURGLARY,
-73.92115338,40.82091372,2014,2,1006073,238368,1,GRAND LARCENY,
-73.86944952,40.86967594,2014,2,1020357,256151,1,FELONY ASSAULT,
-73.88689499,40.85059124,2014,2,1015541,249191,1,GRAND LARCENY,
-73.9647868,40.71328109,2014,2,994012,199146,1,GRAND LARCENY,
-73.99632766,40.71759569,2014,1,985268,200716,1,GRAND LARCENY,
-73.92714502,40.58874359,2014,2,1004485,153780,1,FELONY ASSAULT,
-73.9090635,40.6866318,2014,2,1009470,189448,1,BURGLARY,
-73.94923962,40.71837779,2014,2,998321,201005,1,GRAND LARCENY,
-74.00422671,40.64233948,2014,2,983077,173298,1,BURGLARY,
-73.9790326,40.66397751,2014,2,990067,181182,1,GRAND LARCENY,
-74.02949344,40.63449392,2014,2,976064,170441,1,BURGLARY,
-73.94995711,40.67565031,2014,2,998131,185438,1,BURGLARY,
-73.94861641,40.67512821,2014,2,998503,185248,1,BURGLARY,
-73.96765667,40.6196109,2014,2,993229,165019,1,GRAND LARCENY,
-73.96045478,40.65824152,2014,2,995222,179094,1,GRAND LARCENY,
-73.88964819,40.8251367,2014,1,1014791,239916,1,ROBBERY,
-73.92857264,40.68799873,2014,2,1004059,189941,1,GRAND LARCENY,
-73.91905018,40.65197271,2014,2,1006712,176818,1,FELONY ASSAULT,
-73.94052919,40.72471402,2014,2,1000734,203315,1,BURGLARY,
-73.88465902,40.662132,2014,2,1016250,180530,1,ROBBERY,
-73.85590113,40.6646879,2014,2,1024227,181473,1,FELONY ASSAULT,
-73.89503898,40.65114359,2014,2,1013375,176523,1,FELONY ASSAULT,
-74.00219187,40.67403901,2014,2,983642,184847,1,ROBBERY,
-73.97499,40.69801463,2014,2,991185,193583,1,GRAND LARCENY,
-73.93187571,40.69843909,2014,2,1003140,193744,2,BURGLARY,
-73.97636552,40.6835939,2014,2,990805,188329,1,GRAND LARCENY,
-73.9521236,40.78138746,2014,6,997509,223961,1,ROBBERY,
-73.76409968,40.70056703,2014,1,1049660,194600,1,ROBBERY,
-73.9962803,40.72600837,2014,2,985281,203781,2,GRAND LARCENY,
-73.97788416,40.75759839,2014,2,990377,215291,1,GRAND LARCENY,
-73.98877871,40.77390648,2014,2,987358,221232,1,GRAND LARCENY,
-73.95384553,40.82371459,2014,2,997024,239382,1,FELONY ASSAULT,
-73.9867498,40.73675613,2014,2,987922,207697,1,GRAND LARCENY,
-73.97438707,40.79363881,2014,2,991342,228422,1,BURGLARY,
-73.92526049,40.86673387,2014,2,1004922,255061,1,BURGLARY,
-73.94372482,40.83683806,2014,2,999822,244165,1,ROBBERY,
-73.95281853,40.82493283,2014,2,997308,239826,1,FELONY ASSAULT,
-73.97061299,40.79371476,2014,2,992387,228450,1,FELONY ASSAULT,
-73.76160995,40.67973726,2014,1,1050371,187013,1,FELONY ASSAULT,
-73.97255156,40.76067136,2014,2,991854,216411,1,GRAND LARCENY,
-73.99967512,40.76139649,2014,2,984340,216674,2,GRAND LARCENY,
-73.99555506,40.7268702,2014,2,985482,204095,1,BURGLARY,
-73.97076561,40.75868647,2014,2,992349,215688,1,GRAND LARCENY,
-74.00775805,40.70492841,2014,2,982099,196101,1,GRAND LARCENY,
-73.98283669,40.77085359,2014,2,989004,220120,1,FELONY ASSAULT,
-73.95078067,40.80051767,2014,2,997877,230931,1,FELONY ASSAULT,
-73.98954308,40.75756985,2014,2,987147,215280,1,ROBBERY,
-73.92978416,40.85581555,2014,2,1003674,251082,1,FELONY ASSAULT,
-73.8966629,40.71254018,2014,2,1012898,198891,1,BURGLARY,
-73.98092865,40.68890314,2014,1,989539,190263,1,ROBBERY,
-73.90549266,40.72307393,2014,2,1010446,202726,1,FELONY ASSAULT,
-73.88975318,40.73123382,2014,2,1014805,205704,1,GRAND LARCENY,
-73.86558719,40.68941085,2014,2,1021526,190476,1,BURGLARY,
-73.86062056,40.67797296,2014,2,1022910,186311,1,BURGLARY,
-73.89500628,40.73833392,2014,2,1013346,208289,1,ROBBERY,
-73.86104178,40.67998813,2014,2,1022792,187045,1,GRAND LARCENY,
-73.90253652,40.74378339,2014,2,1011257,210272,1,GRAND LARCENY,
-73.81987647,40.73305882,2014,2,1034170,206401,1,BURGLARY,
-73.86661842,40.72909314,2014,2,1021218,204933,1,BURGLARY,
-73.8912703,40.69923682,2014,2,1014399,194046,1,ROBBERY,
-73.9059739,40.64023704,2014,1,1010345,172546,1,ROBBERY,
-73.79975366,40.59244317,2014,2,1039864,155183,1,BURGLARY,
-73.89604282,40.74701377,2014,2,1013055,211451,1,GRAND LARCENY,
-74.11439456,40.62519634,2014,2,952495,167073,1,ROBBERY,
-73.85575892,40.88713785,2014,2,1024133,262519,1,RAPE,
-73.86731285,40.82247274,2014,2,1020974,238954,1,GRAND LARCENY,
-73.89635907,40.81746595,2014,2,1012937,237119,1,BURGLARY,
-73.88106149,40.84425059,2014,2,1017158,246883,1,BURGLARY,
-73.85420119,40.88996293,2014,2,1024562,263549,1,GRAND LARCENY,
-73.88181344,40.87873029,2014,2,1016933,259445,1,FELONY ASSAULT,
-73.86388823,40.85044288,2014,2,1021906,249146,1,BURGLARY,
-73.91946077,40.64023904,2014,1,1006602,172543,2,FELONY ASSAULT,
-73.8864302,40.81795888,2014,2,1015685,237302,1,FELONY ASSAULT,
-73.8977557,40.81611405,2014,2,1012551,236626,1,ROBBERY,
-73.82758307,40.82951529,2014,2,1031965,241539,1,FELONY ASSAULT,
-73.87118396,40.82356953,2014,2,1019902,239352,1,GRAND LARCENY,
-73.89891017,40.81955146,2014,2,1012230,237878,1,RAPE,
-73.92646246,40.80641138,2014,2,1004608,233083,1,ROBBERY,
-73.95847284,40.66343944,2014,2,995771,180988,1,ROBBERY,
-73.91957506,40.65303806,2014,2,1006566,177206,2,FELONY ASSAULT,
-73.88358285,40.66950339,2014,2,1016545,183216,1,FELONY ASSAULT,
-74.02586644,40.61882753,2014,2,977069,164733,1,GRAND LARCENY OF MOTOR VEHICLE,
-73.9062937,40.82817611,2014,1,1010183,241018,1,ROBBERY,
-73.91925849,40.68532191,2014,2,1006643,188968,1,BURGLARY,
-73.91608333,40.68418605,2014,2,1007524,188555,1,GRAND LARCENY,
-73.93866421,40.67740973,2014,2,1001263,186081,1,GRAND LARCENY OF MOTOR VEHICLE,
-74.00383717,40.63572182,2014,2,983185,170887,1,GRAND LARCENY OF MOTOR VEHICLE,
-74.00964128,40.63369308,2014,2,981574,170148,1,GRAND LARCENY,
-73.96108675,40.66847427,2014,2,995045,182822,1,BURGLARY,
-73.94601148,40.67319469,2014,2,999226,184544,1,ROBBERY,
-73.88400389,40.66784597,2014,2,1016429,182612,1,BURGLARY,
-73.95410177,40.72985018,2014,2,996971,205184,1,ROBBERY,
-73.94418632,40.69595622,2014,2,999727,192837,1,GRAND LARCENY,
-73.92905789,40.67927614,2014,1,1003927,186763,2,GRAND LARCENY,
-73.9486964,40.67423619,2014,2,998481,184923,1,BURGLARY,
-73.99248104,40.59973466,2014,2,986338,157776,1,ROBBERY,
-73.93602752,40.66369264,2014,2,1001998,181084,1,FELONY ASSAULT,
-74.00145145,40.61055488,2014,2,983847,161718,1,FELONY ASSAULT,
-73.92477696,40.63576864,2014,2,1005128,170913,1,BURGLARY,
-73.88230688,40.66329889,2014,2,1016902,180956,1,GRAND LARCENY,
-73.89319643,40.64726901,2014,2,1013888,175112,1,BURGLARY,
-73.97510225,40.68713988,2014,2,991155,189621,1,FELONY ASSAULT,
